volunteer_id,gender,career,hability_1,hability_2,hability_3,hability_4,hability_5
0,1,2,5.814708713249857,3.3726152676323715,4.376994040091567,4.780884023420173,4.553650644684259
1,0,2,4.613401058690986,4.01684764952717,5.74905542771824,4.0752830502513016,4.2091848896775526
2,0,2,4.823871159010767,5.517499458053013,5.283758366280294,5.187512736477623,4.431923668339595
3,1,1,4.239570536563827,5.6141247901670175,4.254337760620477,5.570104663280807,5.981492481600446
4,1,4,3.757892522751247,5.428857221770085,4.533380434594056,3.48270091291747,6.957968683651465
5,0,3,5.627907860164853,4.534709933219268,3.5769903783939965,3.98150043292471,6.141986365129192
6,0,4,5.651496183668592,3.9173461052188756,4.412068964285987,5.377482709515336,4.906883850132394
7,1,2,6.127232991841897,7.193933783614432,5.452744928505951,4.003334993309865,3.772379544719298
8,0,1,5.060738277779105,6.013241409632695,6.9439819822370925,5.32205303875848,4.967622350768829
9,1,1,5.700546670242421,4.998283683257608,5.036092992419088,4.389797605787376,4.6095766474149364
10,1,1,4.222598837430382,5.491929683849081,6.665067153526752,6.361405908582422,5.175268798806907
11,0,2,4.712863008346896,6.523730794850584,4.630725045291016,4.1593668140741755,5.527540307104557
12,0,1,4.971856767928167,4.01547453018786,5.749550043278528,6.638741502044017,4.551586845651434
13,0,2,6.115542559540968,4.876832897772911,5.535873796277729,4.6654201213205715,6.533042160159285
14,1,4,5.459675581658232,5.305415610535375,2.839463204754413,5.53542537892892,4.637244781033096
15,0,3,5.332496939892209,6.956447022714112,5.945177219806721,4.436476146736553,7.943395292677986
16,0,2,5.505039969645208,5.900357180094474,6.986627555453722,5.339229047649374,5.810087276466406
17,0,1,6.770521933578378,4.025415936590996,5.251482337947007,5.9899105219589455,5.450460802976115
18,1,1,3.521612946480473,6.236304626119508,6.446096143524646,4.128440447862788,4.808557154356043
19,0,1,5.655876936635861,6.022818917261256,4.395576867502558,5.572265430413493,6.000013695554913
20,0,2,4.215874468024107,6.254056310014036,4.728881951455249,4.083446661031786,5.4289193021836075
21,1,2,6.466018456790995,5.067645531452276,4.534433254610694,5.049361928270684,4.075481873721965
22,0,2,4.002583292089951,2.5486306040132947,5.5401162292244726,5.769694921780988,5.76379485044116
23,1,1,3.8398704298156687,3.045331408951859,4.463385767088496,5.1197485319270735,4.571125077032142
24,0,4,5.587371652538937,6.012319004446877,4.848865645160004,5.362698503734246,5.1340186175940365
25,0,1,6.714204698092714,5.259149602346139,4.923331682642999,5.53150826691577,4.40224320929571
26,1,1,4.020929906383876,3.654399469868941,3.809156392134132,5.019917663850184,5.8742447264552995
27,0,2,5.282565519679252,5.66097046408848,5.334097143230035,4.059602755847044,4.848992894223548
28,0,2,4.4966194194205285,5.357739096768462,5.148970055328509,4.42196400049932,3.8757189695190557
29,1,1,7.5560727025589465,4.978319167659042,5.1637784411090495,4.555085304490103,5.599036240860755
30,1,2,4.435893546843858,4.534098561297176,2.5975836632223706,4.090080268998546,3.426382803463338
31,1,1,4.872334245335895,4.171917076706253,3.9273505709626004,5.582258561612453,4.496533930541173
32,0,5,5.721724212285222,3.805372414437942,5.5772791416144445,7.644622655221361,6.23584413854297
33,0,1,5.086688056879158,4.108951173170837,4.79010321193235,6.381374048955785,5.485377196902277
34,0,4,5.394678814652033,5.2021257656909965,4.761174039531271,5.161261419049813,5.596671509719307
35,0,1,4.728565155859913,6.197324320027034,4.462372007821248,4.881926461433725,5.667584722679526
36,1,2,4.3746266253035175,4.1568898663056695,7.0604890837781875,5.95115058187211,6.716103978761144
37,0,3,4.951874006500847,5.59684112278215,5.610692763309683,3.9640745203841705,5.301631558189417
38,0,1,6.50457697210375,4.6199459653370205,2.4383886710739127,4.204318255793951,5.171347829056362
39,0,5,5.180721188582251,4.5261674566038765,4.518227335894418,3.9707189890859276,4.67985974404667
40,0,3,5.009539296511439,4.855603912545306,4.619761092316861,5.606720796438008,3.2942955167516863
41,0,5,8.028821035942151,4.827884265175236,4.400276185096116,3.952584323758342,6.876208186293471
42,1,4,4.741617167665317,4.077754920034604,6.836310002486818,2.8227421739807954,5.436898380435497
43,0,3,4.939931088784815,3.2029730083933305,4.101882749339434,2.5448735027081955,6.614347872279339
44,0,2,5.714646599652753,5.115766174960028,5.754680498028014,3.979721458107285,4.737303626418452
45,0,1,4.486007544787237,4.065706715382916,5.304976018542341,3.5248976302573145,5.680220521061791
46,0,2,3.8969842808302455,4.666807910538571,5.492595841341766,5.48551105770589,5.344105107545601
47,1,5,5.59801302322837,5.520101972682628,3.2235483010847936,6.218557483186096,5.281746248497291
48,0,2,5.0824243132656015,2.889289504567703,4.628634830056759,4.940217334311507,5.527153250229115
49,1,3,4.431813544201279,5.177098244307806,4.560837294992345,3.4372722606122244,6.744790408921444
50,1,3,3.720601422397646,3.9336179188482046,3.3872782600997837,3.236576528883959,2.940967070545063
51,0,1,5.688059048139207,5.5063257887634585,6.015136958792279,5.48628863981885,4.707949284994409
52,0,2,5.796145896653042,4.372752686668613,5.827456796400405,5.435190155874653,4.6734361090002645
53,0,5,4.189615135111913,3.91167052912688,4.95387556300171,4.60553965149102,4.962600912641875
54,0,4,5.891945117190362,4.625240221201823,4.39055693127944,7.307555745462255,3.835236748756909
55,1,1,5.690714758126866,5.206064364396408,5.07255134043688,4.5242814059268746,3.8823910658689114
56,1,4,5.336844608041394,4.192380260408761,5.912834890729305,7.568742766221467,4.6487906603849405
57,0,4,5.026755747655337,3.598035421008117,5.261676793684369,6.8079800877952845,5.708442281217608
58,0,1,5.608389726291119,4.925707416568148,4.629323958052338,6.030850488018593,4.174239092732267
59,0,4,5.577060334289091,6.9417176629350195,4.274523893347636,5.477968602807717,5.707721029988165
60,1,2,5.942185455739442,4.831144977964678,4.414665479160379,3.627000919321406,5.000209022516988
61,1,4,6.38562860174327,4.324373924753733,5.3942379426392,3.8079941282164724,5.0656657106686085
62,1,1,2.931265993499338,5.2355423474465965,4.161948716773046,5.987176007618113,6.374914377955058
63,0,1,4.0722600663210144,4.9827923988953,3.5690101728087757,4.257385836329237,4.24773463942187
64,0,3,4.940081710401953,4.649610188607369,7.037344940566829,5.786713244002152,4.101126688235459
65,1,1,4.747204337460692,4.621282937065794,6.599194174074623,5.861945617080192,6.852066113681798
66,0,3,5.689596270939709,4.484266738305973,4.957664802491986,3.3371553454278615,4.247163456618189
67,0,3,4.89613473765723,5.0615741483570345,4.14806857148804,4.390243408758724,4.285257028103622
68,1,3,4.56655859506218,5.316189608243964,5.287254682558325,4.59898747572893,5.605508147190653
69,1,1,5.569625440845658,3.131800725466255,4.170878408806566,3.7949064149458693,4.077556234046774
70,0,1,3.600205866788646,3.8672932684645875,5.655500029257514,5.390133454395661,3.768374090041295
71,1,3,2.2586660548453774,6.116601034485263,5.949641003680123,3.9266789185640305,5.277163980727064
72,0,2,6.7083572103705045,3.9699421812073066,5.671970332516756,5.977399545281479,4.847107437838674
73,0,3,3.9582562864540867,5.563509121310234,3.9125997941522233,5.805316859856644,5.77995380090844
74,0,2,3.7398154876145213,6.167664366926194,4.875757012519285,3.54789392936444,6.000040634267824
75,0,1,4.136329770483471,2.2060691720468872,4.379457296139484,4.242038729843047,4.234518685711013
76,1,2,5.6540603769923665,4.962156950651538,5.290131021279929,3.8785116738417518,5.456835404178592
77,1,3,5.961968569422754,3.096958178593433,5.9423563988290935,6.37150263572159,5.769981407681719
78,0,3,4.865175672517431,4.4696464289665965,5.694324415498107,4.225220283094873,4.583908693361813
79,0,3,4.614897508905385,3.951766008326627,3.5801590464497233,5.059401020446749,5.623580074182176
80,1,1,5.416615083971646,5.342354073605416,4.075043494564571,4.099578789363775,4.982401892143841
81,0,2,5.888496604292274,4.397842034647841,5.872859804754391,6.31205272739178,4.767714925940103
82,0,5,5.80855885635062,4.7618866737174415,5.205671371105774,4.867081812443574,4.711652057276169
83,1,2,5.068656116801468,5.111761647956236,4.959341578149129,4.478131090690511,4.665540252328359
84,1,3,4.6653392666071625,2.7360327900315164,4.938335151057811,4.13430596661736,5.017118880064706
85,1,3,6.200406509046658,4.804389601537956,4.473167498709434,5.735866354106731,5.549480708183087
86,0,3,5.7078566713441,5.439477688697153,5.20287292863056,4.104087535568087,4.944910404266199
87,1,4,3.7444358357282344,4.418155043834169,6.006234894870068,4.672390008783283,6.167625300701683
88,0,1,5.762329258891103,4.636434727102976,5.399953818431418,6.618270686427992,5.10299120371447
89,1,5,4.163822207976535,3.7417438980493074,3.7737773352970168,4.443417464923083,6.202769859533628
90,1,4,4.384348508975699,5.9343814392386705,6.381389281897977,5.4907329484200655,3.622785089740497
91,1,2,4.484309027513228,6.419612947793535,5.285625554128694,5.673422655328742,4.631052270337835
92,1,1,6.049914903907114,4.208316380403632,7.380133066816658,5.0099088851324245,4.127002622622496
93,1,2,5.392435187404341,6.003314096314488,4.240650139979397,5.7488178435780775,6.998601054236393
94,1,2,5.469886221457053,2.8894740180404606,3.7325796424604767,2.413577834765252,6.090591515229404
95,0,4,6.431681315971575,4.614677882033131,5.488147039020445,5.124240209422898,5.957604520940486
96,1,3,4.388047295786146,5.480957154637095,5.171659812001691,6.120597332174299,4.518331984231003
97,1,2,5.321256728459782,6.403559444163328,6.538499185579477,5.162115593245377,5.803890438853134
98,1,4,5.02169154894925,6.075629470554366,7.083975466470175,5.346595044221941,6.235541279331572
99,0,1,5.798548504073402,5.35786855723167,4.976803582490364,6.298998209307987,6.502157531289628
100,1,2,5.522595549451881,4.851961897802822,6.956753404842948,4.1871012813809365,4.686219135132893
101,1,3,5.423854113461399,4.672659478166306,7.4121239459360915,4.881324776564513,6.0213556715161545
102,0,3,4.953901822609656,5.581794836772224,5.610107735213783,4.792266342124367,4.058674406816683
103,1,2,5.206569660684128,6.167537069728968,4.051288804601204,3.478020679113639,5.016775527831683
104,0,4,5.645637929088122,3.990705346546782,4.898181535480136,5.295316818797661,4.683652797908831
105,1,2,4.5005942560119605,6.010978886680472,4.478690108018586,5.0128983852786275,4.832975667558632
106,1,1,6.661677632776071,5.291769789694529,5.54801299631158,5.78452545892857,5.666085095127446
107,1,2,5.671497341247644,4.331646381449763,4.570255440004828,5.139729728641728,5.279777294760365
108,0,2,5.20303097957607,4.608343765249349,6.478545330235232,5.044187471572064,4.390425595884697
109,0,1,6.289959914590189,5.447659023966057,5.490015753359196,5.143119481812121,5.540723159504465
110,0,3,5.374413008612434,5.5078047328534225,5.175683108051702,4.052941778799129,3.64837463360897
111,1,1,5.435481177110704,3.807043775013673,5.007031313964453,4.760224013094825,3.7842919315022465
112,1,2,6.201811989470202,4.413310101602609,3.955564056244886,4.014122125431868,4.67146698340696
113,1,2,5.47516428176539,5.19326993327581,4.662381865648301,5.866749110934562,4.349161388142324
114,0,4,4.564753169057575,5.850741129668315,3.254682153678572,4.467583276895287,6.2344646236839445
115,0,4,4.032902626433932,4.678787375313757,6.058687787779807,5.434565775847126,5.645886492710964
116,1,1,4.041878448463492,5.499801413569946,2.919295107353174,2.64363351068693,7.369941527909324
117,1,2,2.525227889594349,5.269523482940723,5.084470463544516,4.751235009362001,5.760152776315441
118,0,1,3.8658689187538657,5.765620852414979,5.88438856732598,4.5677370487478495,5.390581253572324
119,1,2,5.5846381503115285,4.225990536064409,4.15126387264222,4.243411771019469,4.612643893017465
120,1,4,5.978355001506255,4.310661790229371,5.416836243725859,4.887158457100431,5.226580288038962
121,1,3,4.176638513045537,4.2754866059432075,4.535053799427095,5.1454633493528625,4.740895884295253
122,0,1,6.242911205007118,3.842787580550585,5.028012902497231,6.313064550348684,3.886529073744625
123,0,2,6.216004418968467,5.13269136345689,4.497300247180342,5.728480709194507,2.8809759118621057
124,0,3,4.931570233394738,7.3022020962074965,5.528720588691925,5.260000105120405,7.018705984653832
125,1,2,5.367358942407054,5.733902938204303,2.7195755746742947,5.200128990426478,4.999903944783883
126,0,3,3.1155205565671036,2.836016262089424,5.523552502464331,4.721121814619474,4.283087460842927
127,1,1,4.05394845609089,5.550678303296891,5.724232925523352,4.867704350559717,4.554118696900923
128,0,3,3.266767046085903,3.438586881690814,5.643660101916762,3.6087909891216494,5.9619364538794875
129,1,1,5.444912938126767,4.832358986433583,6.220601847949083,4.986545541260966,2.9778503897639146
130,1,5,3.474386796370567,5.605083518637548,6.751418458654332,5.592162805028808,6.067068245492543
131,1,1,5.278758020315097,3.2139316582250204,5.379561337376704,4.453048564543164,4.936722800528948
132,1,1,4.554531192113507,4.44222014458035,5.5382523686158045,4.167005590225595,5.771796040974622
133,1,3,4.006440705961182,5.188521487441798,5.20658612296358,5.900961239742929,6.398705904751983
134,0,1,3.750224562271094,6.3564737722009905,6.156296214820092,3.667468355475691,4.914836751227155
135,1,2,5.342275253717526,6.142467073777153,6.154077132079713,5.210619671050108,6.447936932539003
136,1,4,6.139407831160924,5.111611650686716,4.771172960706477,4.7507170877518226,5.4104648764569285
137,1,4,4.264780860189943,4.798000508403163,4.720470278607968,4.304168451410812,5.676358278836899
